"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","067","0010","42602","3","38.558228","-121.492981","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2017-01-01","2017","001","Parts per billion","None","","23","96.0000","","6.343478","","8.8","0","8","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","42602","3","38.558228","-121.492981","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour","2017-01-01","2017","001","Parts per billion","None","","23","96.0000","","6.343478","","8.8","0","8","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","81102","4","38.558228","-121.492981","WGS84","PM10 Total 0-10um STP","1 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (25 C)","None","","14","58.0000","","13.357143","","19","21",".","N","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","85101","3","38.558228","-121.492981","WGS84","PM10 - LC","1 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","14","58.0000","","14","","20","21",".","N","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","68106","5","38.558228","-121.492981","WGS84","Sample Min Baro Pressure","24 HOUR","","2017-01-01","2017","001","Millimeters (mercury)","None","","1","100.0000","","756","","756","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88104","5","38.558228","-121.492981","WGS84","Aluminum PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.009","","0.009","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","68108","5","38.558228","-121.492981","WGS84","Average Ambient Pressure","24 HOUR","","2017-01-01","2017","001","Millimeters (mercury)","None","","1","100.0000","","757","","757","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88403","5","38.558228","-121.492981","WGS84","Sulfate PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.72","","0.72","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","68105","5","38.558228","-121.492981","WGS84","Average Ambient Temperature","24 HOUR","","2017-01-01","2017","001","Degrees Centigrade","None","","1","100.0000","","8","","8","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","68104","5","38.558228","-121.492981","WGS84","Ambient Max Temperature","24 HOUR","","2017-01-01","2017","001","Degrees Centigrade","None","","1","100.0000","","11.1","","11.1","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88303","5","38.558228","-121.492981","WGS84","Potassium Ion PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.11","","0.11","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88306","5","38.558228","-121.492981","WGS84","Total Nitrate PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.84","","1.84","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88302","5","38.558228","-121.492981","WGS84","Sodium Ion Pm2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.75","","0.75","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88161","5","38.558228","-121.492981","WGS84","Titanium PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.002","","0.002","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","62201","2","38.558228","-121.492981","WGS84","Relative Humidity","1 HOUR","","2017-01-01","2017","001","Percent relative humidity","None","","14","58.0000","","69.45","","77.8","11",".","N","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","62101","2","38.558228","-121.492981","WGS84","Outdoor Temperature","1 HOUR","","2017-01-01","2017","001","Degrees Fahrenheit","None","","14","58.0000","","47.107143","","50.2","14",".","N","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
"06","067","0010","88301","5","38.558228","-121.492981","WGS84","Ammonium Ion PM2.5 LC","24 HOUR","","2017-01-01","2017","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.45","","0.45","0",".","Y","","California","Sacramento","Sacramento","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","Sacramento--Roseville--Arden-Arcade, CA","AQS Data Mart"
